"","age","sex","age_group","level_education","ethnicity","religion","health_risk_associated_with_drinking_untreated_water","main_source_of_drinking_water_dry_season","main_source_of_drinking_water_wet_season","treat_drinking_water","chlorination_process_done_correctly","knowledge_on_cholera_season","often_treat_water","difficulties_accessing_water_treatment_products","drinking_water_treated","method_boiling_binary","method_chlorine_binary","potential_causes_binary","cholera_prevention_binary","frequency_treatment_binary","access_products_binary","community_practice_binary","traditional_beliefs_binary","source_drinking_binary","water_treatment_practice_score","water_treatment_category"
"712",37,"female","31-50","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes","no","in_rainy_season","Always","yes",1,1,1,1,1,1,0,0,NA,1,0.75,"Practices"
"713",45,"male","31-50","secondary","chewa","Christianity","yes","borehole_1","borehole_1","yes",NA,"in_rainy_season","Always","no",1,0,0,1,1,1,1,0,1,1,0.75,"Practices"
"714",34,"female","31-50","secondary","lomwe","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"715",29,"male","18-30","primary","chewa","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,0,1,0.416666666666667,"Does Not Practice"
"716",35,"female","31-50","secondary","chewa","Christianity","yes","protected_well_1","protected_well_1","yes","yes","in_rainy_season","Always","yes",1,0,1,1,1,1,0,0,NA,1,0.666666666666667,"Practices"
"717",58,"female",">50","primary","chewa","Christianity","yes","borehole_1","protected_well_1","yes","yes","in_rainy_season","Sometimes","yes",1,0,1,1,1,1,0,0,NA,1,0.666666666666667,"Practices"
"718",62,"female",">50","none","chewa","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Sometimes","yes",1,0,1,1,1,1,0,0,1,1,0.75,"Practices"
"719",21,"female","18-30","primary","chewa","Christianity","yes","protected_well_1","unprotected_well_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"720",25,"female","18-30","primary","chewa","Christianity","yes","unprotected_well_1","unprotected_well_1","yes","yes","in_rainy_season","Sometimes","yes",1,0,1,1,1,1,0,0,NA,0,0.583333333333333,"Practices"
"721",37,"female","31-50","primary","chewa","Christianity","yes","unprotected_well_1","unprotected_well_1","yes","yes","in_rainy_season","Sometimes","yes",1,0,1,1,1,1,0,0,NA,0,0.583333333333333,"Practices"
"722",35,"female","31-50","primary","chewa","Christianity","yes","unprotected_well_1","unprotected_well_1","yes","yes","in_rainy_season","Sometimes","yes",1,0,1,1,1,1,0,0,NA,0,0.583333333333333,"Practices"
"723",30,"male","18-30","secondary","lomwe","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,1,1,1,0.583333333333333,"Practices"
"724",65,"male",">50","primary","chewa","Christianity","no","borehole_1","borehole_1","yes",NA,"in_rainy_season","Always","yes",1,1,0,1,1,1,0,0,NA,1,0.583333333333333,"Practices"
"725",70,"female",">50","primary","ngoni","Christianity","yes","borehole_1","borehole_1","no",NA,"do_not_know",NA,NA,0,NA,NA,1,1,0,NA,1,NA,1,0.416666666666667,"Does Not Practice"
"726",80,"female",">50","primary","chewa","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"727",80,"male",">50","primary","chewa","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"728",34,"male","31-50","none","chewa","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"729",24,"female","18-30","primary","chewa","others_regligion","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"730",30,"female","18-30","secondary","chewa","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,1,1,0.5,"Does Not Practice"
"731",28,"female","18-30","none","chewa","others_regligion","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,1,NA,1,0.5,"Does Not Practice"
"732",33,"female","31-50","primary","chewa","others_regligion","yes","piped_into_yard_plot","borehole_1","yes","yes","in_rainy_season","Always","yes",1,1,1,1,1,1,0,0,1,1,0.833333333333333,"Practices"
"733",29,"female","18-30","primary","chewa","others_regligion","yes","piped_into_yard_plot","piped_into_yard_plot","yes","no","in_rainy_season","Always","yes",1,0,1,1,1,1,0,0,NA,0,0.583333333333333,"Practices"
"734",27,"female","18-30","primary","chewa","others_regligion","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Always","yes",1,1,1,1,1,1,0,0,NA,1,0.75,"Practices"
"735",48,"female","31-50","primary","chewa","others_regligion","yes","borehole_1","river_stream","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"736",24,"female","18-30","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes",NA,"in_rainy_season","Always","no",1,0,0,1,1,1,1,0,NA,1,0.666666666666667,"Practices"
"737",23,"female","18-30","secondary","chewa","Christianity","yes","piped_into_dwelling","dam","yes",NA,"in_rainy_season","Sometimes","no",1,0,0,1,1,1,1,0,1,1,0.75,"Practices"
"738",81,"female",">50","none","chewa","Christianity","yes","dam","dam","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,0,0.333333333333333,"Does Not Practice"
"739",32,"female","31-50","primary","chewa","Christianity","yes","piped_into_dwelling","piped_into_dwelling","yes","no","in_rainy_season","Sometimes","no",1,0,1,1,1,1,1,0,NA,1,0.75,"Practices"
"740",51,"male",">50","primary","chewa","Christianity","yes","community_standpipe","community_standpipe","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,0,0.333333333333333,"Does Not Practice"
"741",43,"male","31-50","secondary","ngoni","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"742",22,"female","18-30","primary","chewa","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,1,NA,1,0.5,"Does Not Practice"
"743",27,"male","18-30","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes","no","in_rainy_season","Always","yes",1,1,1,1,1,1,0,0,NA,1,0.75,"Practices"
"744",32,"male","31-50","primary","chewa","Christianity","yes","borehole_1","protected_well_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"745",24,"female","18-30","primary","chewa","Christianity","yes","borehole_1","protected_well_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"746",52,"female",">50","primary","chewa","Christianity","yes","borehole_1","unprotected_well_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"747",66,"female",">50","primary","chewa","Christianity","yes","borehole_1","protected_well_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"748",22,"female","18-30","none","chewa","Christianity","yes","borehole_1","protected_well_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"749",60,"female",">50","primary","chewa","Christianity","yes","borehole_1","protected_well_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"750",40,"female","31-50","primary","chewa","Christianity","yes","protected_well_1","protected_well_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"751",77,"female",">50","primary","chewa","Christianity","yes","protected_well_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,0,1,0.416666666666667,"Does Not Practice"
"752",27,"female","18-30","secondary","chewa","Christianity","yes","borehole_1","protected_well_1","yes",NA,"in_rainy_season","Sometimes","yes",1,1,0,1,1,1,0,0,NA,1,0.666666666666667,"Practices"
"753",71,"female",">50","primary","chewa","Christianity","yes","protected_well_1","protected_well_1","no",NA,"in_winter in_rainy_season in_summer",NA,NA,0,NA,NA,1,1,0,NA,1,NA,1,0.5,"Does Not Practice"
"754",42,"female","31-50","none","chewa","others_regligion","yes","protected_well_1","unprotected_well_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"755",65,"female",">50","none","chewa","Christianity","yes","protected_well_1","protected_well_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"756",60,"male",">50","primary","chewa","Christianity","yes","protected_well_1","tanker_truck_bower","yes",NA,"in_rainy_season","Never","yes",1,0,0,1,1,0,0,0,NA,1,0.5,"Does Not Practice"
"757",36,"female","31-50","none","chewa","Christianity","yes","borehole_1","unprotected_well_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,1,NA,1,0.5,"Does Not Practice"
"758",35,"male","31-50","primary","chewa","others_regligion","yes","borehole_1","borehole_1","yes",NA,"in_rainy_season","Always","yes",1,0,0,1,1,1,0,1,NA,1,0.666666666666667,"Practices"
"759",22,"male","18-30","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes",NA,"in_rainy_season","Always","yes",1,0,0,1,1,1,0,0,NA,1,0.583333333333333,"Practices"
"760",19,"female","18-30","primary","chewa","Christianity","no","borehole_1","unprotected_well_1","yes",NA,"do_not_know","Sometimes","yes",1,0,0,1,1,1,0,0,NA,1,0.416666666666667,"Does Not Practice"
"761",28,"female","18-30","primary","chewa","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season in_winter in_summer",NA,NA,0,NA,NA,1,1,0,NA,1,NA,1,0.5,"Does Not Practice"
"762",25,"female","18-30","secondary","chewa","Christianity","yes","borehole_1","protected_well_1","yes",NA,"in_rainy_season","Always","no",1,0,0,1,1,1,1,1,0,1,0.75,"Practices"
"763",40,"female","31-50","none","chewa","Christianity","yes","borehole_1","borehole_1","yes","no","in_rainy_season","Always","no",1,0,1,1,1,1,1,0,NA,1,0.75,"Practices"
"764",20,"female","18-30","primary","chewa","Christianity","yes","river_stream","river_stream","yes",NA,"in_rainy_season","Always","no",1,1,0,1,1,1,1,0,NA,0,0.666666666666667,"Practices"
"765",45,"female","31-50","secondary","chewa","Christianity","no","river_stream","river_stream","yes",NA,"in_rainy_season","Always","no",1,1,0,1,1,1,1,0,NA,0,0.583333333333333,"Practices"
"766",24,"female","18-30","primary","chewa","Christianity","yes","river_stream","river_stream","yes",NA,"in_rainy_season","Always","no",1,1,0,1,1,1,1,0,NA,0,0.666666666666667,"Practices"
"767",30,"female","18-30","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Always","yes",1,1,1,1,1,1,0,0,NA,1,0.75,"Practices"
"768",23,"female","18-30","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes",NA,"in_rainy_season","Always","yes",1,1,0,1,1,1,0,0,NA,1,0.666666666666667,"Practices"
"769",34,"female","31-50","secondary","chewa","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Always","yes",1,0,1,1,1,1,0,1,0,1,0.75,"Practices"
"770",52,"female",">50","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Sometimes","yes",1,0,1,1,1,1,0,1,NA,1,0.75,"Practices"
"771",22,"female","18-30","primary","chewa","Christianity","no","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.333333333333333,"Does Not Practice"
"772",33,"female","31-50","primary","chewa","Christianity","no","piped_into_yard_plot","piped_into_yard_plot","yes","yes","in_rainy_season","Sometimes","yes",1,0,1,1,1,1,0,0,NA,0,0.5,"Does Not Practice"
"773",28,"female","18-30","primary","chewa","Christianity","no","piped_into_yard_plot","piped_into_yard_plot","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,1,0,0.333333333333333,"Does Not Practice"
"774",30,"male","18-30","primary","chewa","Christianity","no","piped_into_yard_plot","piped_into_yard_plot","no",NA,"in_rainy_season in_summer",NA,NA,0,NA,NA,1,1,0,NA,1,NA,0,0.333333333333333,"Does Not Practice"
"775",36,"female","31-50","primary","chewa","Christianity","yes","borehole_1","borehole_1","no",NA,"in_summer in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,1,1,0.5,"Does Not Practice"
"776",64,"male",">50","none","chewa","Christianity","yes","borehole_1","borehole_1","no",NA,"in_summer in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,1,1,0.5,"Does Not Practice"
"777",27,"female","18-30","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Always","yes",1,0,1,1,1,1,0,0,NA,1,0.666666666666667,"Practices"
"778",56,"female",">50","primary","yao","Christianity","no","borehole_1","borehole_1","yes","yes","in_rainy_season","Always","yes",1,0,1,1,1,1,0,0,NA,1,0.583333333333333,"Practices"
"779",43,"male","31-50","secondary","lomwe","Christianity","no","borehole_1","borehole_1","yes","yes","in_rainy_season","Sometimes","yes",1,0,1,1,1,1,0,0,NA,1,0.583333333333333,"Practices"
"780",37,"female","31-50","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes","no","in_rainy_season","Always","no",1,0,1,1,1,1,1,0,NA,1,0.75,"Practices"
"781",29,"female","18-30","secondary","chewa","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season in_summer",NA,NA,0,NA,NA,1,1,0,NA,1,NA,1,0.5,"Does Not Practice"
"782",23,"female","18-30","primary","chewa","Christianity","no","borehole_1","rainwater","no",NA,"do_not_know",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.25,"Does Not Practice"
"783",78,"female",">50","none","yao","muslim","no","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.333333333333333,"Does Not Practice"
"784",54,"male",">50","primary","yao","muslim","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,1,1,0.5,"Does Not Practice"
"785",56,"male",">50","none","yao","muslim","yes","borehole_1","borehole_1","yes","no","in_rainy_season","Always","no",1,0,1,1,1,1,1,1,NA,1,0.833333333333333,"Practices"
"786",37,"male","31-50","primary","yao","muslim","yes","borehole_1","borehole_1","yes","no","in_rainy_season","Always","no",1,0,1,1,1,1,1,0,NA,1,0.75,"Practices"
"787",37,"female","31-50","primary","yao","muslim","yes","borehole_1","borehole_1","yes","no","in_rainy_season","Always","yes",1,0,1,1,1,1,0,0,NA,1,0.666666666666667,"Practices"
"788",42,"female","31-50","primary","ngoni","Christianity","yes","borehole_1","borehole_1","yes",NA,"do_not_know","Sometimes","no",1,1,0,1,1,1,1,1,1,1,0.833333333333333,"Practices"
"789",32,"female","31-50","none","chewa","Christianity","yes","unprotected_well_1","borehole_1","yes","yes","in_rainy_season","Always","yes",1,1,1,1,1,1,0,0,NA,1,0.75,"Practices"
"790",22,"female","18-30","primary","chewa","Christianity","yes","unprotected_well_1","borehole_1","yes","yes","in_rainy_season","Sometimes","yes",1,1,1,1,1,1,0,0,NA,1,0.75,"Practices"
"791",72,"male",">50","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Sometimes","yes",1,0,1,1,1,1,0,0,NA,1,0.666666666666667,"Practices"
"792",40,"female","31-50","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Sometimes","yes",1,0,1,1,1,1,0,0,NA,1,0.666666666666667,"Practices"
"793",23,"female","18-30","primary","chewa","Christianity","no","borehole_1","borehole_1","yes","yes","in_rainy_season","Sometimes","no",1,0,1,1,1,1,1,0,NA,1,0.666666666666667,"Practices"
"794",56,"female",">50","primary","chewa","Christianity","yes","river_stream","borehole_1","yes","no","in_rainy_season","Sometimes","no",1,0,1,1,1,1,1,0,NA,1,0.75,"Practices"
"795",24,"female","18-30","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Sometimes","yes",1,0,1,1,1,1,0,0,NA,1,0.666666666666667,"Practices"
